seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr8	121824530	121824543	14	*	X06046	6641	121547985	121824309	276325	-	220	upstream	220	SNTB1
chr8	121824612	121824638	27	*	X06047	6641	121547985	121824309	276325	-	302	upstream	302	SNTB1
chr8	122651459	122652474	1016	*	X06048	594842	122651586	122657564	5979	+	0	overlapStart	0	HAS2-AS1
chr8	124085019	124085070	52	*	X06051	93594	124084920	124164392	79473	+	0	inside	98	TBC1D31
chr8	124253350	124253367	18	*	X06054	84933	124232196	124253638	21443	-	0	inside	270	C8orf76
chr8	124253416	124253663	248	*	X06055	84933	124232196	124253638	21443	-	0	overlapStart	0	C8orf76
chr8	124286473	124286599	127	*	X06056	100533106	124238429	124286727	48299	-	0	inside	127	ZHX1-C8orf76
chr8	124553278	124553649	372	*	X06058	114907	124510127	124553493	43367	-	0	overlapStart	0	FBXO32
chr8	125551173	125551568	396	*	X06061	4715	125551343	125580751	29409	+	0	overlapStart	0	NDUFB9
chr8	125551173	125551568	396	*	X06061	83940	125500735	125551329	50595	-	0	overlapStart	0	TATDN1
chr8	125740641	125740728	88	*	X06064	9788	125563028	125740730	177703	-	0	inside	1	MTSS1
chr8	125740892	125740945	54	*	X06065	9788	125563028	125740730	177703	-	161	upstream	161	MTSS1
chr8	125985545	125985569	25	*	X06066	137209	125985539	125991630	6092	+	0	inside	5	ZNF572
chr8	125985583	125985696	114	*	X06067	137209	125985539	125991630	6092	+	0	inside	43	ZNF572
chr8	126103782	126104175	394	*	X06069	286053	126104083	126379367	275285	+	0	overlapStart	0	NSMCE2
chr8	126103782	126104175	394	*	X06069	9897	126036503	126104061	67559	-	0	overlapStart	0	WASHC5
chr8	126442653	126442697	45	*	X06070	10221	126442563	126450644	8082	+	0	inside	89	TRIB1
chr8	126442732	126442816	85	*	X06071	10221	126442563	126450644	8082	+	0	inside	168	TRIB1
chr8	126442830	126442865	36	*	X06072	10221	126442563	126450644	8082	+	0	inside	266	TRIB1
chr8	127570588	127570613	26	*	X06077	157638	127564683	127570711	6029	-	0	inside	97	LRATD2
chr8	127570629	127570677	49	*	X06078	157638	127564683	127570711	6029	-	0	inside	33	LRATD2
chr8	128807087	128807099	13	*	X06079	100302185	128808208	128808274	67	+	1108	upstream	1108	MIR1204
chr8	128807087	128807099	13	*	X06079	5820	128806803	129113499	306697	+	0	inside	283	PVT1
chr8	131455936	131455958	23	*	X06083	50807	131064351	131455906	391556	-	29	upstream	29	ASAP1
chr8	132916322	132916514	193	*	X06085	23167	132916356	133025886	109531	+	0	overlapStart	0	EFR3A
chr8	133687760	133688020	261	*	X06086	23639	133584201	133687863	103663	-	0	overlapStart	0	DNAAF11
chr8	133787688	133787723	36	*	X06087	51105	133787604	133861052	73449	+	0	inside	83	PHF20L1
chr8	133787760	133787774	15	*	X06088	51105	133787604	133861052	73449	+	0	inside	155	PHF20L1
chr8	134309318	134309336	19	*	X06090	10397	134249414	134309547	60134	-	0	inside	210	NDRG1
chr8	134309371	134309472	102	*	X06091	10397	134249414	134309547	60134	-	0	inside	74	NDRG1
chr8	135725018	135725558	541	*	X06095	57623	135490031	135725292	235262	-	0	overlapStart	0	ZFAT
chr8	141521208	141521604	397	*	X06107	54108	141521397	141527252	5856	+	0	overlapStart	0	CHRAC1
chr8	143484581	143484953	373	*	X06113	203062	143293441	143484543	191103	-	37	upstream	37	TSNARE1
chr8	143751321	143751558	238	*	X06115	8000	143751726	143764145	12420	+	167	upstream	167	PSCA
chr8	143751321	143751558	238	*	X06115	8629	143738874	143751401	12528	-	0	overlapStart	0	JRK
chr8	143807879	143807979	101	*	X06117	51337	143808621	143818350	9730	+	641	upstream	641	THEM6
chr8	143808343	143808470	128	*	X06118	100288181	143783670	143808391	24722	-	0	overlapStart	0	LNCOC1
chr8	143808343	143808470	128	*	X06118	51337	143808621	143818350	9730	+	150	upstream	150	THEM6
chr8	143808779	143809007	229	*	X06119	100288181	143783670	143808391	24722	-	387	upstream	387	LNCOC1
chr8	143808779	143809007	229	*	X06119	51337	143808621	143818350	9730	+	0	inside	157	THEM6
chr8	143809284	143809305	22	*	X06120	100288181	143783670	143808391	24722	-	892	upstream	892	LNCOC1
chr8	144349421	144349557	137	*	X06122	2738	144349607	144359101	9495	+	49	upstream	49	GLI4
chr8	144349652	144349654	3	*	X06123	2738	144349607	144359101	9495	+	0	inside	44	GLI4
chr8	144373291	144373378	88	*	X06126	79943	144373559	144382120	8562	+	180	upstream	180	ZNF696
chr8	144373394	144373656	263	*	X06127	79943	144373559	144382120	8562	+	0	overlapStart	0	ZNF696
chr8	144451535	144451767	233	*	X06129	78998	144448793	144450805	2013	-	729	upstream	729	RHPN1-AS1
chr8	144623524	144623661	138	*	X06130	23144	144519825	144623620	103796	-	0	overlapStart	0	ZC3H3
chr8	144623774	144623925	152	*	X06131	23144	144519825	144623620	103796	-	153	upstream	153	ZC3H3
chr8	144679438	144679770	333	*	X06133	1936	144661867	144679845	17979	-	0	inside	74	EEF1D
chr8	144679438	144679770	333	*	X06133	84948	144680074	144682485	2412	+	303	upstream	303	TIGD5
chr8	144692199	144692252	54	*	X06134	65263	144686083	144691784	5702	-	414	upstream	414	PYCR3
chr8	144699744	144700218	475	*	X06135	7264	144694788	144699732	4945	-	11	upstream	11	GFUS
chr8	144700256	144700317	62	*	X06136	7264	144694788	144699732	4945	-	523	upstream	523	GFUS
chr8	144717743	144718355	613	*	X06137	9831	144718183	144735900	17718	+	0	overlapStart	0	ZNF623
chr8	144766514	144766743	230	*	X06138	286075	144766622	144794977	28356	+	0	overlapStart	0	ZNF707
chr8	144911311	144911323	13	*	X06141	22827	144898514	144911556	13043	-	0	inside	232	PUF60
chr8	144911404	144911521	118	*	X06142	22827	144898514	144911556	13043	-	0	inside	34	PUF60
chr8	144911634	144911844	211	*	X06143	22827	144898514	144911556	13043	-	77	upstream	77	PUF60
chr8	145050872	145050922	51	*	X06144	5339	144989321	145050913	61593	-	0	overlapStart	0	PLEC
chr8	145133291	145133808	518	*	X06145	54512	145133522	145135551	2030	+	0	overlapStart	0	EXOSC4
chr8	145137382	145137425	44	*	X06146	8733	145137524	145141119	3596	+	98	upstream	98	GPAA1
chr8	145137438	145137712	275	*	X06147	8733	145137524	145141119	3596	+	0	overlapStart	0	GPAA1
chr8	145149429	145149445	17	*	X06149	1537	145149942	145152428	2487	+	496	upstream	496	CYC1
chr8	145158487	145158652	166	*	X06150	84232	145159305	145162515	3211	+	652	upstream	652	MAF1
chr8	145158707	145158913	207	*	X06151	81858	145153536	145159140	5605	-	0	inside	226	SHARPIN
chr8	145158707	145158913	207	*	X06151	84232	145159305	145162515	3211	+	391	upstream	391	MAF1
chr8	145514932	145515007	76	*	X06155	23246	145486056	145515120	29065	-	0	inside	112	BOP1
chr8	145514932	145515007	76	*	X06155	3297	145515270	145538385	23116	+	262	upstream	262	HSF1
chr8	145515328	145515435	108	*	X06156	23246	145486056	145515120	29065	-	207	upstream	207	BOP1
chr8	145515328	145515435	108	*	X06156	3297	145515270	145538385	23116	+	0	inside	57	HSF1
chr8	145550339	145550509	171	*	X06157	8694	145538247	145550567	12321	-	0	inside	57	DGAT1
chr8	145550648	145550666	19	*	X06158	8694	145538247	145550567	12321	-	80	upstream	80	DGAT1
chr8	145550728	145550806	79	*	X06159	8694	145538247	145550567	12321	-	160	upstream	160	DGAT1
chr8	145634405	145634979	575	*	X06160	29894	145618446	145634733	16288	-	0	overlapStart	0	CPSF1
chr8	145654014	145654165	152	*	X06161	51160	145649000	145653927	4928	-	86	upstream	86	VPS28
chr8	145653605	145653898	294	*	X06162	51160	145649000	145653927	4928	-	0	inside	28	VPS28
chr8	145690684	145690872	189	*	X06163	50626	145675315	145691031	15717	-	0	inside	158	CYHR1
chr8	145690684	145690872	189	*	X06163	90990	145691738	145699499	7762	+	865	upstream	865	KIFC2
chr8	145734326	145734468	143	*	X06165	113655	145734552	145736589	2038	+	83	upstream	83	MFSD3
chr8	145743058	145743168	111	*	X06167	9401	145736667	145743210	6544	-	0	inside	41	RECQL4
chr8	145743058	145743168	111	*	X06167	9684	145743349	145750559	7211	+	180	upstream	180	LRRC14
chr8	145754473	145754551	79	*	X06168	414919	145751603	145754458	2856	-	14	upstream	14	C8orf82
chr8	145911104	145911208	105	*	X06172	80728	145754563	145911194	156632	-	0	overlapStart	0	ARHGAP39
chr8	145980689	145980729	41	*	X06174	90987	145946294	145980970	34677	-	0	inside	240	ZNF251
chr8	145980745	145981171	427	*	X06175	90987	145946294	145980970	34677	-	0	overlapStart	0	ZNF251
chr8	146024115	146024485	371	*	X06176	340385	146024261	146036554	12294	+	0	overlapStart	0	ZNF517
chr8	146176235	146176350	116	*	X06179	7564	146155744	146176274	20531	-	0	overlapStart	0	ZNF16
chr8	146228280	146228411	132	*	X06180	286101	146198975	146228285	29311	-	0	overlapStart	0	ZNF252P
chr8	146228280	146228411	132	*	X06180	286103	146228197	146231432	3236	+	0	inside	82	ZNF252P-AS1
chr8	146228423	146228516	94	*	X06181	286101	146198975	146228285	29311	-	137	upstream	137	ZNF252P
chr8	146228423	146228516	94	*	X06181	286103	146228197	146231432	3236	+	0	inside	225	ZNF252P-AS1
chr8	146277854	146278091	238	*	X06182	65265	146277824	146281416	3593	+	0	inside	29	C8orf33
chr9	2622838	2622892	55	*	X06187	401491	2422702	2622373	199672	-	464	upstream	464	VLDLR-AS1
chr9	2843922	2844135	214	*	X06188	9933	2804155	2844130	39976	-	0	overlapStart	0	PUM3
chr9	2844246	2844299	54	*	X06189	9933	2804155	2844130	39976	-	115	upstream	115	PUM3
chr9	2844334	2844348	15	*	X06190	9933	2804155	2844130	39976	-	203	upstream	203	PUM3
chr9	3525869	3525984	116	*	X06191	5991	3224647	3525983	301337	-	0	overlapStart	0	RFX3
chr9	3526483	3526833	351	*	X06192	5991	3224647	3525983	301337	-	499	upstream	499	RFX3
chr9	4489985	4489996	12	*	X06194	6505	4490427	4587469	97043	+	430	upstream	430	SLC1A1
chr9	4666408	4666629	222	*	X06195	55064	4553386	4666674	113289	-	0	inside	44	SPATA6L
chr9	4679429	4679763	335	*	X06196	55664	4679566	4706594	27029	+	0	overlapStart	0	CDC37L1
chr9	4984700	4984739	40	*	X06198	3717	4985086	5128183	143098	+	346	upstream	346	JAK2
chr9	4984751	4985307	557	*	X06199	3717	4985086	5128183	143098	+	0	overlapStart	0	JAK2
chr9	5628771	5628810	40	*	X06200	57589	5629119	5776556	147438	+	308	upstream	308	RIC1
chr9	5628823	5628879	57	*	X06201	57589	5629119	5776556	147438	+	239	upstream	239	RIC1
chr9	5628934	5628958	25	*	X06202	57589	5629119	5776556	147438	+	160	upstream	160	RIC1
chr9	5629005	5629054	50	*	X06203	57589	5629119	5776556	147438	+	64	upstream	64	RIC1
chr9	5629083	5629221	139	*	X06204	57589	5629119	5776556	147438	+	0	overlapStart	0	RIC1
chr9	5629739	5629773	35	*	X06205	55848	5357967	5630071	272105	-	0	inside	297	PLGRKT
chr9	5832722	5832798	77	*	X06206	79956	5784572	5833081	48510	-	0	inside	282	ERMP1
chr9	5832816	5832844	29	*	X06207	79956	5784572	5833081	48510	-	0	inside	236	ERMP1
chr9	6006943	6007291	349	*	X06208	100616288	6007826	6007904	79	+	534	upstream	534	MIR4665
chr9	6015638	6015709	72	*	X06209	26953	6011019	6015640	4622	-	0	overlapStart	0	RANBP6
chr9	6413257	6413752	496	*	X06210	115426	6413151	6507051	93901	+	0	inside	105	UHRF2
chr9	6715821	6715932	112	*	X06211	23081	6716495	7175648	459154	+	562	upstream	562	KDM4C
chr9	6716129	6716566	438	*	X06212	23081	6716495	7175648	459154	+	0	overlapStart	0	KDM4C
chr9	7799700	7799843	144	*	X06217	90871	7796491	7799799	3309	-	0	overlapStart	0	DMAC1
chr9	14693262	14693589	328	*	X06223	340481	14555481	14693480	138000	-	0	overlapStart	0	ZDHHC21
chr9	15422800	15422839	40	*	X06225	6619	15422782	15465831	43050	+	0	inside	17	SNAPC3
chr9	15510820	15511072	253	*	X06226	11168	15464065	15511003	46939	-	0	overlapStart	0	PSIP1
chr9	19102805	19102851	47	*	X06229	54801	19053135	19102940	49806	-	0	inside	88	HAUS6
chr9	19102891	19102920	30	*	X06230	54801	19053135	19102940	49806	-	0	inside	19	HAUS6
chr9	19102953	19102990	38	*	X06231	54801	19053135	19102940	49806	-	12	upstream	12	HAUS6
chr9	19127396	19127492	97	*	X06232	123	19115759	19127604	11846	-	0	inside	111	PLIN2
chr9	19127514	19127587	74	*	X06233	123	19115759	19127604	11846	-	0	inside	16	PLIN2
chr9	19127656	19127685	30	*	X06234	123	19115759	19127604	11846	-	51	upstream	51	PLIN2
chr9	19127708	19127727	20	*	X06235	123	19115759	19127604	11846	-	103	upstream	103	PLIN2
chr9	19230727	19230932	206	*	X06236	55667	19230763	19374137	143375	+	0	overlapStart	0	DENND4C
chr9	19380268	19380496	229	*	X06237	6194	19376254	19380235	3982	-	32	upstream	32	RPS6
chr9	20622299	20622396	98	*	X06242	4300	20344968	20622514	277547	-	0	inside	117	MLLT3
chr9	20622413	20622550	138	*	X06243	4300	20344968	20622514	277547	-	0	overlapStart	0	MLLT3
chr9	20622595	20622695	101	*	X06244	4300	20344968	20622514	277547	-	80	upstream	80	MLLT3
chr9	21335211	21335421	211	*	X06247	55958	21331018	21335429	4412	-	0	inside	7	KLHL9
chr9	21560031	21560042	12	*	X06248	554202	21454267	21559697	105431	-	333	upstream	333	MIR31HG
chr9	21802599	21802830	232	*	X06249	4507	21802635	22029593	226959	+	0	overlapStart	0	MTAP
chr9	21802850	21803021	172	*	X06250	4507	21802635	22029593	226959	+	0	inside	214	MTAP
chr9	23826293	23826305	13	*	X06252	1993	23690103	23826063	135961	-	229	upstream	229	ELAVL2
chr9	26892698	26892725	28	*	X06258	79886	26840683	26892826	52144	-	0	inside	100	CAAP1
chr9	26892741	26892823	83	*	X06259	79886	26840683	26892826	52144	-	0	inside	2	CAAP1
chr9	26947046	26947101	56	*	X06260	80173	26947037	27062931	115895	+	0	inside	8	IFT74
chr9	26947114	26947258	145	*	X06261	80173	26947037	27062931	115895	+	0	inside	76	IFT74
chr9	26947114	26947258	145	*	X06261	9373	26903368	26947468	44101	-	0	inside	209	PLAA
chr9	26947270	26947312	43	*	X06262	80173	26947037	27062931	115895	+	0	inside	232	IFT74
chr9	26947270	26947312	43	*	X06262	9373	26903368	26947468	44101	-	0	inside	155	PLAA
chr9	32552229	32552482	254	*	X06264	10210	32540542	32552626	12085	-	0	inside	143	TOPORS
chr9	32573077	32573185	109	*	X06265	4712	32553524	32573182	19659	-	0	overlapStart	0	NDUFB6
chr9	33025012	33025146	135	*	X06266	3301	33025209	33039062	13854	+	62	upstream	62	DNAJA1
chr9	33025292	33025457	166	*	X06267	3301	33025209	33039062	13854	+	0	inside	82	DNAJA1
chr9	33290319	33290329	11	*	X06268	4799	33290418	33371155	80738	+	88	upstream	88	NFX1
chr9	33290342	33290357	16	*	X06269	4799	33290418	33371155	80738	+	60	upstream	60	NFX1
chr9	33290389	33290651	263	*	X06270	4799	33290418	33371155	80738	+	0	overlapStart	0	NFX1
chr9	33523297	33523336	40	*	X06271	441459	33524411	33573001	48591	+	1074	upstream	1074	ANKRD18B
chr9	33523369	33523518	150	*	X06272	441459	33524411	33573001	48591	+	892	upstream	892	ANKRD18B
chr9	33523589	33523614	26	*	X06273	441459	33524411	33573001	48591	+	796	upstream	796	ANKRD18B
chr9	33523632	33523758	127	*	X06274	441459	33524411	33573001	48591	+	652	upstream	652	ANKRD18B
chr9	33677463	33677473	11	*	X06275	11191	33673502	33677418	3917	-	44	upstream	44	PTENP1
chr9	33816880	33816997	118	*	X06277	54926	33817182	33920401	103220	+	184	upstream	184	UBE2R2
chr9	33817021	33817028	8	*	X06278	54926	33817182	33920401	103220	+	153	upstream	153	UBE2R2
chr9	34048798	34048905	108	*	X06279	55833	33921691	34048947	127257	-	0	inside	41	UBAP2
chr9	34126634	34126731	98	*	X06280	25853	34086381	34126771	40391	-	0	inside	39	DCAF12
chr9	34179180	34179209	30	*	X06281	51271	34179003	34252521	73519	+	0	inside	176	UBAP1
chr9	34457237	34457686	450	*	X06282	27019	34458811	34520982	62172	+	1124	upstream	1124	DNAI1
chr9	34458555	34458566	12	*	X06283	203259	34398182	34458568	60387	-	0	inside	1	FAM219A
chr9	34458555	34458566	12	*	X06283	27019	34458811	34520982	62172	+	244	upstream	244	DNAI1
chr9	34612010	34612042	33	*	X06284	138716	34610482	34612110	1629	-	0	inside	67	RPP25L
chr9	34612070	34612140	71	*	X06285	138716	34610482	34612110	1629	-	0	overlapStart	0	RPP25L
chr9	35072479	35072489	11	*	X06290	7415	35056065	35072739	16675	-	0	inside	249	VCP
chr9	35096476	35096663	188	*	X06291	84720	35088685	35096598	7914	-	0	overlapStart	0	PIGO
chr9	35102940	35103356	417	*	X06292	30968	35099889	35103154	3266	-	0	overlapStart	0	STOML2
chr9	35115750	35115808	59	*	X06293	80256	35104118	35115893	11776	-	0	inside	84	FAM214B
chr9	35162046	35162062	17	*	X06294	10497	35161989	35405332	243344	+	0	inside	56	UNC13B
chr9	35162081	35162115	35	*	X06295	10497	35161989	35405332	243344	+	0	inside	91	UNC13B
chr9	35162158	35162222	65	*	X06296	10497	35161989	35405332	243344	+	0	inside	168	UNC13B
chr9	35162240	35162294	55	*	X06297	10497	35161989	35405332	243344	+	0	inside	250	UNC13B
chr9	35646703	35646928	226	*	X06298	971	35609976	35646854	36879	-	0	overlapStart	0	CD72
chr9	35646951	35647010	60	*	X06299	971	35609976	35646854	36879	-	96	upstream	96	CD72
chr9	35657655	35657774	120	*	X06300	203260	35658287	35661500	3214	+	512	upstream	512	CCDC107
chr9	35657655	35657774	120	*	X06300	6023	35657748	35658015	268	-	0	overlapEnd	240	RMRP
chr9	35657984	35658215	232	*	X06301	203260	35658287	35661500	3214	+	71	upstream	71	CCDC107
chr9	35657984	35658215	232	*	X06301	6023	35657748	35658015	268	-	0	overlapStart	0	RMRP
chr9	35658229	35658354	126	*	X06302	203260	35658287	35661500	3214	+	0	overlapStart	0	CCDC107
chr9	35658229	35658354	126	*	X06302	6023	35657748	35658015	268	-	213	upstream	213	RMRP
chr9	35658410	35658428	19	*	X06303	203260	35658287	35661500	3214	+	0	inside	122	CCDC107
chr9	35658410	35658428	19	*	X06303	6023	35657748	35658015	268	-	394	upstream	394	RMRP
chr9	35673772	35673800	29	*	X06305	768	35673915	35681154	7240	+	114	upstream	114	CA9
chr9	35673817	35673831	15	*	X06306	768	35673915	35681154	7240	+	83	upstream	83	CA9
chr9	35732166	35732171	6	*	X06307	10488	35732317	35737005	4689	+	145	upstream	145	CREB3
chr9	35732166	35732171	6	*	X06307	7094	35697334	35732392	35059	-	0	inside	220	TLN1
chr9	35812083	35812482	400	*	X06308	26206	35807782	35812259	4478	-	0	overlapStart	0	SPAG8
chr9	36136780	36136799	20	*	X06310	152007	36136742	36163903	27162	+	0	inside	37	GLIPR2
chr9	36190875	36190890	16	*	X06311	1211	36190853	36212059	21207	+	0	inside	21	CLTA
chr9	36190911	36191170	260	*	X06312	1211	36190853	36212059	21207	+	0	inside	57	CLTA
chr9	36401136	36401160	25	*	X06314	152006	36336399	36401195	64797	-	0	inside	34	RNF38
chr9	36401195	36401220	26	*	X06315	152006	36336399	36401195	64797	-	0	overlapStart	0	RNF38
chr9	36401259	36401397	139	*	X06316	152006	36336399	36401195	64797	-	63	upstream	63	RNF38
chr9	36572789	36572922	134	*	X06317	9833	36572859	36677680	104822	+	0	overlapStart	0	MELK
chr9	36572950	36572966	17	*	X06318	9833	36572859	36677680	104822	+	0	inside	90	MELK
chr9	37079360	37079687	328	*	X06320	100506710	37079893	37090398	10506	+	205	upstream	205	EBLN3P
chr9	37079994	37080087	94	*	X06321	100506710	37079893	37090398	10506	+	0	inside	100	EBLN3P
chr9	37119979	37120242	264	*	X06322	84186	37120469	37358145	237677	+	226	upstream	226	ZCCHC7
chr9	37120522	37120646	125	*	X06323	84186	37120469	37358145	237677	+	0	inside	52	ZCCHC7
chr9	37120664	37120688	25	*	X06324	84186	37120469	37358145	237677	+	0	inside	194	ZCCHC7
chr9	37422493	37422525	33	*	X06325	9380	37422681	37436986	14306	+	155	upstream	155	GRHPR
chr9	37422544	37422833	290	*	X06326	9380	37422681	37436986	14306	+	0	overlapStart	0	GRHPR
chr9	37592463	37592755	293	*	X06327	401505	37582643	37592636	9994	-	0	overlapStart	0	TOMM5
chr9	37784793	37785040	248	*	X06328	51010	37779711	37785089	5379	-	0	inside	48	EXOSC3
chr9	37800514	37801076	563	*	X06329	79269	37800551	37867665	67115	+	0	overlapStart	0	DCAF10
chr9	37903935	37904497	563	*	X06330	92014	37877572	37904350	26779	-	0	overlapStart	0	SLC25A51
chr9	38620506	38620551	46	*	X06331	158228	38620731	38623277	2547	+	179	upstream	179	FAM201A
chr9	38620506	38620551	46	*	X06331	253650	38543236	38620360	77125	-	145	upstream	145	ANKRD18A
chr9	38620565	38620786	222	*	X06332	158228	38620731	38623277	2547	+	0	overlapStart	0	FAM201A
chr9	38620565	38620786	222	*	X06332	253650	38543236	38620360	77125	-	204	upstream	204	ANKRD18A
chr9	38621657	38621671	15	*	X06333	253650	38543236	38620360	77125	-	1296	upstream	1296	ANKRD18A
chr9	38621683	38621717	35	*	X06334	253650	38543236	38620360	77125	-	1322	upstream	1322	ANKRD18A
chr9	38621740	38621777	38	*	X06335	253650	38543236	38620360	77125	-	1379	upstream	1379	ANKRD18A
chr9	41954550	41954922	373	*	X06336	389741	41952396	41955076	2681	-	0	inside	153	GLIDR
chr9	66494253	66494618	366	*	X06338	442421	66496470	66503027	6558	+	1851	upstream	1851	PTGER4P2-CDK2AP2P2
chr9	68455133	68455623	491	*	X06339	642236	68427783	68454375	26593	-	757	upstream	757	FRG1JP
chr9	68455643	68455718	76	*	X06340	642236	68427783	68454375	26593	-	1267	upstream	1267	FRG1JP
chr9	71650582	71650592	11	*	X06348	2395	71650479	71715094	64616	+	0	inside	102	FXN
chr9	71650612	71650848	237	*	X06349	2395	71650479	71715094	64616	+	0	inside	132	FXN
chr9	72374793	72374915	123	*	X06353	375743	72324438	72374876	50439	-	0	overlapStart	0	PTAR1
chr9	72375045	72375081	37	*	X06354	375743	72324438	72374876	50439	-	168	upstream	168	PTAR1
chr9	72873884	72873992	109	*	X06355	100507299	72808914	72873790	64877	-	93	upstream	93	SMC5-DT
chr9	72873884	72873992	109	*	X06355	23137	72873878	72969789	95912	+	0	inside	5	SMC5
chr9	74061387	74061600	214	*	X06359	80036	73149966	74061820	911855	-	0	inside	219	TRPM3
chr9	74525904	74525948	45	*	X06360	138241	74526423	74599390	72968	+	474	upstream	474	C9orf85
chr9	74525904	74525948	45	*	X06360	51104	74477368	74526148	48781	-	0	inside	199	ABHD17B
chr9	77567691	77567718	28	*	X06363	55071	77561499	77567802	6304	-	0	inside	83	C9orf40
chr9	77567736	77567750	15	*	X06364	55071	77561499	77567802	6304	-	0	inside	51	C9orf40
chr9	77567793	77567816	24	*	X06365	55071	77561499	77567802	6304	-	0	overlapStart	0	C9orf40
chr9	77643156	77643256	101	*	X06366	138199	77597873	77643310	45438	-	0	inside	53	CARNMT1
chr9	79521530	79521533	4	*	X06368	158471	79226292	79521003	294712	-	526	upstream	526	PRUNE2
chr9	80645941	80645982	42	*	X06370	2776	80335191	80646219	311029	-	0	inside	236	GNAQ
chr9	80850999	80851112	114	*	X06371	84131	80850991	80886799	35809	+	0	inside	7	CEP78
chr9	85678347	85678435	89	*	X06374	158158	85594500	85678043	83544	-	303	upstream	303	RASEF
chr9	86153155	86153274	120	*	X06375	257019	85857905	86153348	295444	-	0	inside	73	FRMD3
chr9	86153498	86153744	247	*	X06376	257019	85857905	86153348	295444	-	149	upstream	149	FRMD3
chr9	86153769	86153796	28	*	X06377	257019	85857905	86153348	295444	-	420	upstream	420	FRMD3
chr9	86322649	86322980	332	*	X06378	29979	86274878	86323168	48291	-	0	inside	187	UBQLN1
chr9	86323364	86323387	24	*	X06379	29979	86274878	86323168	48291	-	195	upstream	195	UBQLN1
chr9	86536345	86536406	62	*	X06380	55582	86451615	86536380	84766	-	0	overlapStart	0	KIF27
chr9	86594662	86594663	2	*	X06381	80010	86595637	86618987	23351	+	973	upstream	973	RMI1
chr9	87283279	87283415	137	*	X06382	4915	87283466	87638505	355040	+	50	upstream	50	NTRK2
chr9	88897199	88897243	45	*	X06386	51280	88641058	88897490	256433	-	0	inside	246	GOLM1
chr9	88897199	88897243	45	*	X06386	81689	88879463	88897490	18028	-	0	inside	246	ISCA1
chr9	88897299	88897441	143	*	X06387	51280	88641058	88897490	256433	-	0	inside	48	GOLM1
chr9	88897299	88897441	143	*	X06387	81689	88879463	88897490	18028	-	0	inside	48	ISCA1
chr9	88969165	88969460	296	*	X06388	79670	88902648	88969402	66755	-	0	overlapStart	0	TUT7
chr9	88969502	88969635	134	*	X06389	79670	88902648	88969402	66755	-	99	upstream	99	TUT7
chr9	90341043	90341298	256	*	X06393	1514	90340974	90346384	5411	+	0	inside	68	CTSL
chr9	90589505	90589735	231	*	X06398	23552	90581359	90589695	8337	-	0	overlapStart	0	CDK20
chr9	91794980	91794993	14	*	X06401	53358	91620686	91793682	172997	-	1297	upstream	1297	SHC3
chr9	91795014	91795033	20	*	X06402	53358	91620686	91793682	172997	-	1331	upstream	1331	SHC3
chr9	91933134	91933474	341	*	X06403	79048	91933412	91974561	41150	+	0	overlapStart	0	SECISBP2
chr9	92113023	92113071	49	*	X06404	10507	91975706	92112888	137183	-	134	upstream	134	SEMA4D
chr9	92113094	92113110	17	*	X06405	10507	91975706	92112888	137183	-	205	upstream	205	SEMA4D
chr9	92113133	92113167	35	*	X06406	10507	91975706	92112888	137183	-	244	upstream	244	SEMA4D
chr9	92219397	92219484	88	*	X06407	10912	92219927	92221469	1543	+	442	upstream	442	GADD45G
chr9	92219865	92219875	11	*	X06408	10912	92219927	92221469	1543	+	51	upstream	51	GADD45G
chr9	93405053	93405240	188	*	X06409	54769	93372114	93405108	32995	-	0	overlapStart	0	DIRAS2
chr9	93405259	93405364	106	*	X06410	54769	93372114	93405108	32995	-	150	upstream	150	DIRAS2
chr9	93405399	93405449	51	*	X06411	54769	93372114	93405108	32995	-	290	upstream	290	DIRAS2
chr9	93563635	93563647	13	*	X06412	6850	93564012	93660842	96831	+	364	upstream	364	SYK
chr9	94186728	94186766	39	*	X06417	4783	94171327	94186144	14818	-	583	upstream	583	NFIL3
chr9	94712116	94712215	100	*	X06419	4920	94325373	94712444	387072	-	0	inside	228	ROR2
chr9	94877621	94877797	177	*	X06420	10558	94793420	94877690	84271	-	0	overlapStart	0	SPTLC1
chr9	94903572	94903636	65	*	X06421	158314	94903749	94921890	18142	+	112	upstream	112	LINC00475
chr9	95055890	95056015	126	*	X06422	100124534	95054740	95054875	136	-	1014	upstream	1014	SNORA84
chr9	95055890	95056015	126	*	X06422	3376	94972490	95056038	83549	-	0	inside	22	IARS1
chr9	95056137	95056190	54	*	X06423	100124534	95054740	95054875	136	-	1261	upstream	1261	SNORA84
chr9	95056137	95056190	54	*	X06423	3376	94972490	95056038	83549	-	98	upstream	98	IARS1
chr9	95087494	95088291	798	*	X06424	401541	95087741	95377437	289697	+	0	overlapStart	0	CENPP
chr9	95087494	95088291	798	*	X06424	55035	95059640	95087876	28237	-	0	overlapStart	0	NOL8
chr9	95432443	95432455	13	*	X06425	64768	95375466	95432547	57082	-	0	inside	91	IPPK
chr9	95432468	95432470	3	*	X06426	64768	95375466	95432547	57082	-	0	inside	76	IPPK
chr9	95432609	95432696	88	*	X06427	64768	95375466	95432547	57082	-	61	upstream	61	IPPK
